Order,Variable,Description,Category,Hierarchy Level,Hierarchy Description,Nearest Parent,Data Vintage,Root Formula,Type,Size,Part
590,ECYHMAMED,Median Age Of Household Population Male,Male Household Population by Age,0,Median Age Of Household Population Male,,2025,[ECYHTAHPOP],FixedDecimal,12.1,_4
591,ECYHFAHPOP,Household Population Female,Female Household Population by Age,0,Household Population Female,,2025,[ECYHTAHPOP],Int32,4,_4
592,ECYHFA_0_4,Household Population Female 0 To 4,Female Household Population by Age,1,    Household Population Female 0 To 4,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
593,ECYHFA_5_9,Household Population Female 5 To 9,Female Household Population by Age,1,    Household Population Female 5 To 9,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
594,ECYHFA1014,Household Population Female 10 To 14,Female Household Population by Age,1,    Household Population Female 10 To 14,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
595,ECYHFA1519,Household Population Female 15 To 19,Female Household Population by Age,1,    Household Population Female 15 To 19,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
596,ECYHFA2024,Household Population Female 20 To 24,Female Household Population by Age,1,    Household Population Female 20 To 24,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
597,ECYHFA2529,Household Population Female 25 To 29,Female Household Population by Age,1,    Household Population Female 25 To 29,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
598,ECYHFA3034,Household Population Female 30 To 34,Female Household Population by Age,1,    Household Population Female 30 To 34,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
599,ECYHFA3539,Household Population Female 35 To 39,Female Household Population by Age,1,    Household Population Female 35 To 39,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
600,ECYHFA4044,Household Population Female 40 To 44,Female Household Population by Age,1,    Household Population Female 40 To 44,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
601,ECYHFA4549,Household Population Female 45 To 49,Female Household Population by Age,1,    Household Population Female 45 To 49,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
602,ECYHFA5054,Household Population Female 50 To 54,Female Household Population by Age,1,    Household Population Female 50 To 54,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
603,ECYHFA5559,Household Population Female 55 To 59,Female Household Population by Age,1,    Household Population Female 55 To 59,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
604,ECYHFA6064,Household Population Female 60 To 64,Female Household Population by Age,1,    Household Population Female 60 To 64,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
605,ECYHFA6569,Household Population Female 65 To 69,Female Household Population by Age,1,    Household Population Female 65 To 69,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
606,ECYHFA7074,Household Population Female 70 To 74,Female Household Population by Age,1,    Household Population Female 70 To 74,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
607,ECYHFA7579,Household Population Female 75 To 79,Female Household Population by Age,1,    Household Population Female 75 To 79,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
608,ECYHFA8084,Household Population Female 80 To 84,Female Household Population by Age,1,    Household Population Female 80 To 84,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
609,ECYHFA85P,Household Population Female 85 Or Older,Female Household Population by Age,1,    Household Population Female 85 Or Older,ECYHFAHPOP,2025,[ECYHTAHPOP],Int32,4,_4
610,ECYHFAAVG,Average Age Of Household Population Female,Female Household Population by Age,0,Average Age Of Household Population Female,,2025,[ECYHTAHPOP],FixedDecimal,12.1,_4
611,ECYHFAMED,Median Age Of Household Population Female,Female Household Population by Age,0,Median Age Of Household Population Female,,2025,[ECYHTAHPOP],FixedDecimal,12.1,_4
612,ECYMTNHHD,Total Households For Maintainer Ages,Households by Maintainer Age,0,Total Households For Maintainer Ages,,2025,[ECYMTNHHD],Int32,4,_4
613,ECYMTN1524,Maintainers 15 To 24,Households by Maintainer Age,1,    Maintainers 15 To 24,ECYMTNHHD,2025,[ECYMTNHHD],Int32,4,_4
614,ECYMTN2534,Maintainers 25 To 34,Households by Maintainer Age,1,    Maintainers 25 To 34,ECYMTNHHD,2025,[ECYMTNHHD],Int32,4,_4
615,ECYMTN3544,Maintainers 35 To 44,Households by Maintainer Age,1,    Maintainers 35 To 44,ECYMTNHHD,2025,[ECYMTNHHD],Int32,4,_4
616,ECYMTN4554,Maintainers 45 To 54,Households by Maintainer Age,1,    Maintainers 45 To 54,ECYMTNHHD,2025,[ECYMTNHHD],Int32,4,_4
617,ECYMTN5564,Maintainers 55 To 64,Households by Maintainer Age,1,    Maintainers 55 To 64,ECYMTNHHD,2025,[ECYMTNHHD],Int32,4,_4
618,ECYMTN6574,Maintainers 65 To 74,Households by Maintainer Age,1,    Maintainers 65 To 74,ECYMTNHHD,2025,[ECYMTNHHD],Int32,4,_4
619,ECYMTN7584,Maintainers 75 To 84,Households by Maintainer Age,1,    Maintainers 75 To 84,ECYMTNHHD,2025,[ECYMTNHHD],Int32,4,_4
620,ECYMTN85P,Maintainers 85 Or Older,Households by Maintainer Age,1,    Maintainers 85 Or Older,ECYMTNHHD,2025,[ECYMTNHHD],Int32,4,_4
621,ECYMTNAVG,Average Maintainer Age,Households by Maintainer Age,0,Average Maintainer Age,,2025,[ECYMTNHHD],FixedDecimal,12.1,_4
622,ECYMTNMED,Median Maintainer Age,Households by Maintainer Age,0,Median Maintainer Age,,2025,[ECYMTNHHD],FixedDecimal,12.1,_4
623,ECYHSZHHD,Total Households For Household Size,Households by Size of Household,0,Total Households For Household Size,,2025,[ECYHSZHHD],Int32,4,_4
624,ECYHSZ1PER,1 Person,Households by Size of Household,1,    1 Person,ECYHSZHHD,2025,[ECYHSZHHD],Int32,4,_4
625,ECYHSZ2PER,2 Persons,Households by Size of Household,1,    2 Persons,ECYHSZHHD,2025,[ECYHSZHHD],Int32,4,_4
626,ECYHSZ3PER,3 Persons,Households by Size of Household,1,    3 Persons,ECYHSZHHD,2025,[ECYHSZHHD],Int32,4,_4
627,ECYHSZ4PER,4 Persons,Households by Size of Household,1,    4 Persons,ECYHSZHHD,2025,[ECYHSZHHD],Int32,4,_4
628,ECYHSZ5PER,5 Or More Persons,Households by Size of Household,1,    5 Or More Persons,ECYHSZHHD,2025,[ECYHSZHHD],Int32,4,_4
629,ECYHSZTPER,Number Of Persons In Private Households,Households by Size of Household,1,    Number Of Persons In Private Households,ECYHSZTPER,2025,[ECYHSZHHD],Int32,4,_4
630,ECYHSZAVG,Average Number Of Persons In Private Households,Households by Size of Household,0,Average Number Of Persons In Private Households,,2025,[ECYHSZHHD],FixedDecimal,12.1,_4
631,ECYHTYHHD,Total Households For Household Type,Households by Household Type,0,Total Households For Household Type,,2025,[ECYHTYHHD],Int32,4,_4
632,ECYHTYFHT,Total Family Households,Households by Household Type,1,    Total Family Households,ECYHTYHHD,2025,[ECYHTYHHD],Int32,4,_4
633,ECYHTY1FH,One-Family Households,Households by Household Type,2,        One-Family Households,ECYHTYFHT,2025,[ECYHTYHHD],Int32,4,_4
634,ECYHTY1FHP,One-Family Households With Additional Persons,Households by Household Type,3,            One-Family Households With Additional Persons,ECYHTY1FH,2025,[ECYHTYHHD],Int32,4,_4
635,ECYHTY1FHNP,One-Family Households Without Additional Persons,Households by Household Type,3,            One-Family Households Without Additional Persons,ECYHTY1FH,2025,[ECYHTYHHD],Int32,4,_4
636,ECYHTYMGFH,Multigenerational Family Households,Households by Household Type,2,        Multigenerational Family Households,ECYHTYFHT,2025,[ECYHTYHHD],Int32,4,_4
637,ECYHTYMFH,Multiple-Family Households,Households by Household Type,2,        Multiple-Family Households,ECYHTYFHT,2025,[ECYHTYHHD],Int32,4,_4
638,ECYHTYNFH,Non-Family Households,Households by Household Type,1,    Non-Family Households,ECYHTYHHD,2025,[ECYHTYHHD],Int32,4,_4
639,ECYHTY1PH,One-Person Households,Households by Household Type,2,        One-Person Households,ECYHTYNFH,2025,[ECYHTYHHD],Int32,4,_4
640,ECYHTYN65A,People 65 Years Or Over Living Alone,Households by Household Type,3,            People 65 Years Or Over Living Alone,ECYHTY1PH,2025,[ECYHTYHHD],Int32,4,_4
641,ECYHTY2PPH,Two-Or-More-Person Households,Households by Household Type,2,        Two-Or-More-Person Households,ECYHTYNFH,2025,[ECYHTYHHD],Int32,4,_4
642,ECYMARHP15,Household Population 15 Years Or Over,Household Population 15 Years or Over by Marital Status,0,Household Population 15 Years Or Over,,2025,[ECYMARHP15],Int32,4,_4
643,ECYMARMCL,Married Or Living With A Common-Law Partner,Household Population 15 Years or Over by Marital Status,1,    Married Or Living With A Common-Law Partner,ECYMARHP15,2025,[ECYMARHP15],Int32,4,_4
644,ECYMARM,Married (And Not Separated),Household Population 15 Years or Over by Marital Status,2,        Married (And Not Separated),ECYMARMCL,2025,[ECYMARHP15],Int32,4,_4
645,ECYMARCL,Living Common Law,Household Population 15 Years or Over by Marital Status,2,        Living Common Law,ECYMARMCL,2025,[ECYMARHP15],Int32,4,_4
646,ECYMARNMCL,Not Married And Not Living With A Common-Law Partner,Household Population 15 Years or Over by Marital Status,1,    Not Married And Not Living With A Common-Law Partner,ECYMARHP15,2025,[ECYMARHP15],Int32,4,_4
647,ECYMARSING,Single (Never Legally Married),Household Population 15 Years or Over by Marital Status,2,        Single (Never Legally Married),ECYMARNMCL,2025,[ECYMARHP15],Int32,4,_4
648,ECYMARSEP,Separated,Household Population 15 Years or Over by Marital Status,2,        Separated,ECYMARNMCL,2025,[ECYMARHP15],Int32,4,_4
649,ECYMARDIV,Divorced,Household Population 15 Years or Over by Marital Status,2,        Divorced,ECYMARNMCL,2025,[ECYMARHP15],Int32,4,_4
650,ECYMARWID,Widowed,Household Population 15 Years or Over by Marital Status,2,        Widowed,ECYMARNMCL,2025,[ECYMARHP15],Int32,4,_4
651,ECYCFSCF,Total Census Families,Census Families by Family Structure,0,Total Census Families,,2025,[ECYCFSCF],Int32,4,_4
652,ECYCFSC,Total Couple Families,Census Families by Family Structure,1,    Total Couple Families,ECYCFSCF,2025,[ECYCFSCF],Int32,4,_4
